name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Chipset,url,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel
Lenovo IdeaPad Slim 5 14IRL8 (82XD00B4FR),https://www.ldlc.com/fiche/PB00650847.html,Lenovo IdeaPad Slim 5 14IRL8 (82XD00B4FR),"Lenovo

                      Lenovo",82XD00B4FR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,Intel Core i5-13420H (4 Performance-Cores 4.6 GHz Turbo + 4 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),4.6                            GHz,8.0,16                            Go,1.0,0.0,DDR5,,16                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle OLED,OLED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Non,Oui,Non,Non,60 Hz,400                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,1.0,Aucun,micro SD,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C",,Gris,221                            mm,312                            mm,16.9                            mm,1.62                            kg,Lenovo IdeaPad,Non,Non,0.327                            W/kg,0.327                            W/kg,6.7,,56.6                            Wh,,Non,Oui,5 ans vendeur,Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/05/74/LD0006057474_0006182166.jpg, 649€95,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0
Lenovo IdeaPad Slim 5 15ARP10 (83J3001RFR),https://www.ldlc.com/fiche/PB00665608.html,Lenovo IdeaPad Slim 5 15ARP10 (83J3001RFR),"Lenovo

                      Lenovo",83J3001RFR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen 7 7735HS (Octo-Core 3.2 GHz / 4.75 GHz Turbo - 16 Threads - Cache 16 Mo),4.75                            GHz,8.0,32                            Go,1.0,0.0,DDR5,DDR5 6400 MHz,32                            Go,AMD Radeon,AMD Radeon 680M,Non,Non,Non,Dalle OLED,OLED,15.1                            pouces,2560 x 1600 pixels,16/10,Oui,Non,Oui,Non,Non,165 Hz,500                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,micro SD,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",,Gris,236                            mm,339.33                            mm,15.6                            mm,1.49                            kg,Lenovo IdeaPad,Non,Non,0.29                            W/kg,0.29                            W/kg,,,54.7                            Wh,,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/21/02/LD0006210296.jpg, 649€95,Bluetooth 5.3,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",,,,,,,,,,,,,,,,,,1,0,0,0,1,0
Lenovo IdeaPad Slim 5 16AHP9 (83DD003WFR),https://www.ldlc.com/fiche/PB00631752.html,Lenovo IdeaPad Slim 5 16AHP9 (83DD003WFR),"Lenovo

                      Lenovo",83DD003WFR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen 7 8845HS (8-Core 3.8 GHz / 5.1 GHz - 16 Threads - Cache L3 16 Mo - TDP 45W),3.8                            GHz,8.0,16                            Go,1.0,0.0,DDR5,DDR5 6400 MHz,16                            Go,AMD Radeon,AMD Radeon 780M,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,1.0,Aucun,"micro SDXC, micro SDHC, micro SD",,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,251                            mm,356                            mm,16.9                            mm,1.82                            kg,Lenovo IdeaPad,Non,Non,0.335                            W/kg,0.335                            W/kg,6.6,,57                            Wh,,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/16/16/LD0006161604.jpg, 649€95,Bluetooth 5.2,16                            TOPS,,,,,,AMD XDNA,,,,,,,,,,,,,1,0,0,0,0,0
Lenovo Legion Pro 7 16IAX10H (83F50064FR),https://www.ldlc.com/fiche/PB00696311.html,Lenovo Legion Pro 7 16IAX10H (83F50064FR),"Lenovo

                      Lenovo",83F50064FR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i9,Intel Core Ultra 9 275HX (8 Performance-Cores 2.7 GHz / 5.4 GHz Turbo + 16 Efficient-Cores 2.1 GHz / 4.6 GHz Turbo - 24 Threads - Cache 40 Mo),5.4                            GHz,24.0,32                            Go,2.0,0.0,DDR5,DDR5 6400 MHz,32                            Go,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 5080,Non,Oui,Non,Dalle OLED,OLED,16                            pouces,2560 x 1600 pixels,16/10,Oui,Non,Oui,Oui,Oui,240 Hz,500                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",1.0,2.0,Aucun,Aucun,2.5 Gbps Gigabit Ethernet (2.5 GbE),Wi-Fi 7,Non,Oui,Oui,4 haut parleurs,Non,AZERTY,Français,Oui,Oui,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,275.94                            mm,364.38                            mm,,2.57                            kg,Lenovo Legion,Non,Non,0.017                            W/kg,0.017                            W/kg,7.6,,99.9                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/23/82/LD0006238264_0006243840_0006261772.jpg, 649€95,Bluetooth 5.4,13                            TOPS,Aucun,21.95                            mm,26.65                            mm,16                            Go,GDDR7,Intel AI Boost,175                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo Legion Pro 7 16IAX10H (83F500D2FR),https://www.ldlc.com/fiche/PB00696310.html,Lenovo Legion Pro 7 16IAX10H (83F500D2FR),"Lenovo

                      Lenovo",83F500D2FR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i9,Intel Core Ultra 9 275HX (8 Performance-Cores 2.7 GHz / 5.4 GHz Turbo + 16 Efficient-Cores 2.1 GHz / 4.6 GHz Turbo - 24 Threads - Cache 40 Mo),5.4                            GHz,24.0,64                            Go,2.0,0.0,DDR5,DDR5 6400 MHz,64                            Go,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 5090,Non,Oui,Non,Dalle OLED,OLED,16                            pouces,2560 x 1600 pixels,16/10,Oui,Non,Oui,Oui,Oui,240 Hz,500                            nit(s),SSD 2 To,SSD 2 To,Sans disque secondaire,SSD (Solid State Drive),"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",2.0,2.0,Aucun,Aucun,2.5 Gbps Gigabit Ethernet (2.5 GbE),Wi-Fi 7,Non,Oui,Oui,4 haut parleurs,Non,AZERTY,Français,Oui,Oui,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,275.94                            mm,364.38                            mm,,2.57                            kg,Lenovo Legion,Non,Non,0.017                            W/kg,0.017                            W/kg,7.6,,99.9                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/23/82/LD0006238264_0006243840_0006261767.jpg, 649€95,Bluetooth 5.4,13                            TOPS,Aucun,21.95                            mm,26.65                            mm,24                            Go,GDDR7,Intel AI Boost,175                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo LOQ 15AHP10 (83JG0012FR),https://www.ldlc.com/fiche/PB00691203.html,Lenovo LOQ 15AHP10 (83JG0012FR),"Lenovo

                      Lenovo",83JG0012FR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen 7 250 (8-Core 3.3 GHz / 5.1 GHz Turbo - 16 Threads - Cache 16 Mo),5.1                            GHz,8.0,16                            Go,1.0,1.0,DDR5,DDR5 5600 MHz,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5050,Non,Oui,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Oui,Oui,144 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 3 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,258.7                            mm,359.86                            mm,,2.4                            kg,Lenovo Legion,Non,Non,0.013                            W/kg,0.013                            W/kg,,,60                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/25/57/LD0006255768.jpg, 649€95,Bluetooth 5.3,16                            TOPS,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",21.9                            mm,23.9                            mm,8                            Go,GDDR7,AMD XDNA,100                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo LOQ 15IAX9E (83LK005DFR),https://www.ldlc.com/fiche/PB00663186.html,Lenovo LOQ 15IAX9E (83LK005DFR),"Lenovo

                      Lenovo",83LK005DFR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,Intel Core i5-12450HX (4 Performance-Cores 4.4 GHz Turbo + 4 Efficient-Cores 3.1 GHz Turbo - 12 Threads - Cache 12 Mo),4.4                            GHz,8.0,16                            Go,1.0,1.0,DDR5,DDR5 4800 MHz,32                            Go,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 4050,Oui,Oui,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Oui,144 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Gris,236                            mm,359.3                            mm,,1.77                            kg,Lenovo Legion,Non,Non,0.234                            W/kg,0.234                            W/kg,6.6,,57                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/21/31/LD0006213125.jpg, 649€95,Bluetooth 5.2,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",19.9                            mm,22.95                            mm,6                            Go,GDDR6,,65                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo LOQ 15IRH8 (82XV0107FR),https://www.ldlc.com/fiche/PB00654474.html,Lenovo LOQ 15IRH8 (82XV0107FR),"Lenovo

                      Lenovo",82XV0107FR,Sans OS,Sans OS,,Non,Intel,Intel Core i5,Intel Core i5-12450H (4 Performance-Cores 4.4 GHz Turbo + 4 Efficient-Cores 3.3 GHz Turbo - 12 Threads - Cache 12 Mo),4.4                            GHz,8.0,16                            Go,2.0,0.0,DDR5,DDR5 4800 MHz,32                            Go,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 4060,Non,Oui,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Oui,Oui,144 Hz,350                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 3 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,258.7                            mm,359.86                            mm,,2.38                            kg,Lenovo Legion,Non,Non,0.06                            W/kg,0.06                            W/kg,6.6,,60                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/18/91/LD0006189137.jpg, 649€95,Bluetooth 5.2,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",21.9                            mm,23.9                            mm,8                            Go,GDDR6,,,,,,,,,,,,,,0,1,0,0,0,0
Lenovo LOQ 15IRX10 (83JE002PFR),https://www.ldlc.com/fiche/PB00696143.html,Lenovo LOQ 15IRX10 (83JE002PFR),"Lenovo

                      Lenovo",83JE002PFR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i7,Intel Core i7-13650HX,4.9                            GHz,14.0,32                            Go,2.0,0.0,DDR5,DDR5 4800 MHz,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5070,Non,Oui,Non,Dalle IPS,LED,15.6                            pouces,2560 x 1440 pixels,16/9,Oui,Oui,Non,Oui,Oui,165 Hz,350                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.1 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 3 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,258.7                            mm,359.86                            mm,,2.4                            kg,Lenovo Legion,Non,Non,0.013                            W/kg,0.013                            W/kg,6.9,,60                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/25/57/LD0006255768_0006260888_0006260933.jpg, 649€95,Bluetooth 5.2,798                            TOPS,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",21.9                            mm,23.9                            mm,8                            Go,GDDR7,,115                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo LOQ 15IRX10 (83JE00GKFR),https://www.ldlc.com/fiche/PB00696140.html,Lenovo LOQ 15IRX10 (83JE00GKFR),"Lenovo

                      Lenovo",83JE00GKFR,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i7,Intel Core i7-13650HX,4.9                            GHz,14.0,16                            Go,1.0,1.0,DDR5,DDR5 4800 MHz,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5070,Non,Oui,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Oui,Oui,144 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 3 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1 Type C",,Gris,258.7                            mm,359.86                            mm,,2.4                            kg,Lenovo Legion,Non,Non,0.013                            W/kg,0.013                            W/kg,8.6,,60                            Wh,,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/25/57/LD0006255768_0006260888.jpg, 649€95,Bluetooth 5.2,798                            TOPS,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",21.9                            mm,23.9                            mm,8                            Go,GDDR7,,115                            W,,,,,,,,,,,,0,1,0,0,0,0
Lenovo ThinkBook 14 2-en-1 G4 IML (21MX0012FR),https://www.ldlc.com/fiche/PB00615663.html,Lenovo ThinkBook 14 2-en-1 G4 IML (21MX0012FR),"Lenovo

                      Lenovo",21MX0012FR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),1.7                            GHz,12.0,16                            Go,1.0,1.0,DDR5,DDR5 5600 MHz,32                            Go,Intel UHD,Intel Graphics,Non,Non,Oui,Dalle IPS,LED tactile,14                            pouces,1920 x 1200 pixels,16/10,Oui,Non,Oui,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,micro SD,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,224                            mm,313                            mm,,1.64                            kg,Lenovo ThinkBook,Oui,Oui,1.579                            W/kg,1.579                            W/kg,8.1,,60                            Wh,,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/13/86/LD0006138696_0006138773_0006138778.jpg, 649€95,Bluetooth 5.3,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",16.9                            mm,18.5                            mm,,,Intel AI Boost,,,,,,,,,,,,,0,0,0,0,0,1
Lenovo ThinkBook 14 G6 ABP (21KJ008MFR),https://www.ldlc.com/fiche/PB00642185.html,Lenovo ThinkBook 14 G6 ABP (21KJ008MFR),"Lenovo

                      Lenovo",21KJ008MFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 5,AMD Ryzen 5 7430U (Hexa Core 2.3 GHz / 4.3 GHz Turbo - 12 Threads),4.3                            GHz,6.0,16                            Go,1.0,1.0,DDR4,DDR4 3200 MHz,64                            Go,AMD Radeon,AMD Radeon Graphics,Non,Non,Non,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,"SDXC, SDHC, Multimedia Card, SD (Secure Digital)",100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",,Gris,224                            mm,315.5                            mm,16.9                            mm,1.38                            kg,Lenovo ThinkBook,Non,Non,0.421                            W/kg,0.421                            W/kg,7.9,,45                            Wh,,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/07/70/LD0006077061_0006106165_0006166349.jpg, 649€95,Bluetooth 5.3,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Lenovo ThinkBook 14 G6 IRL (21KG00SGFR),https://www.ldlc.com/fiche/PB00668634.html,Lenovo ThinkBook 14 G6 IRL (21KG00SGFR),"Lenovo

                      Lenovo",21KG00SGFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,ntel Core i5-13420H (4 Performance-Cores 4.6 GHz Turbo + 4 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),4.6                            GHz,8.0,16                            Go,1.0,1.0,DDR5,DDR5 5200 MHz,64                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,"SDXC, SDHC, Multimedia Card, SD (Secure Digital)",100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",,Gris,224                            mm,315.5                            mm,16.9                            mm,1.38                            kg,Lenovo ThinkBook,Non,Non,0.421                            W/kg,0.421                            W/kg,7.9,,60                            Wh,,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/21/56/LD0006215657.jpg, 649€95,Bluetooth 5.2,,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",,,,,,,,,,,,,,,,,,0,0,0,0,0,1
