,index,Autonomie,Batterie amovible,Capacité de la batterie,Charge de la batterie par USB-C,Chipset,Chipset graphique,Clavier RGB,Clavier rétroéclairé,Configuration disque(s),Connecteur(s) disponible(s),Couleur,DAS membres,DAS tronc,Dalle brillante,Dalle mate/antireflets,Disque fourni,Disque secondaire,Documentation,Désignation,Ecran large,Ecran tactile,Emplacement(s) libre(s) pour disque dur,Epaisseur,Epaisseur Arrière,Epaisseur Avant,Famille OS,Format de l'écran,Fréquence CPU,Fréquence(s) Mémoire,GPU series,Gamme,Garantie commerciale,Garantie légale,Hybride / Convertible,Indice réparabilité (sur 10),Intel Evo,Interface du disque dur,Langue de l'OS,Largeur,Lecteur Optique,Lecteur biométrique,Lecteur de cartes,Localisation,Luminosité,Marque,Marque processeur,Matériau,Max-Q (Design GPU),Modèle,NPU (Neural Processing Unit),NVIDIA G-SYNC,NVIDIA Studio,Nombre de barrettes,Nombre de cellules,Nombre de core,Nombre de disques,Nombre de disques max,Nombre de slots mémoire disponibles,Norme du clavier,Norme(s) réseau,Norme(s) réseau sans-fil,Office fourni,Pavé numérique,Performances NPU (en milliard d'opérations par seconde),Plateforme (Proc.),Poids,Processeur,Profondeur,Résolution Max,Sans-fil,Système d'exploitation,Système d'exploitation fourni,TGP (Total Graphics Power),Taille de l'écran,Taille de la mémoire,Taille de mémoire Max,Taille mémoire vidéo,Taux de rafraîchissement,Technologie Bluetooth,Technologie Intel vPro,Type d'écran,Type de Dalle,Type de Disque,Type de H.P,Type de mémoire,Type de processeur,Type mémoire vidéo,Ultrabook,VR Ready (réalité virtuelle),Webcam,img_url,price,url,name,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel,reference CPU,CPU_benchmark_single_core,CPU_benchmark_multi_core,reference GPU,geekbench,3d_mark,price_float,CPU_multi_core_score_by_euro,GPU_CPU_score_by_euro
335,335,,Non,90                            Wh,Non,,NVIDIA RTX 2000,Non,Oui,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",Noir,1.354                            W/kg,2.165                            W/kg,Non,Oui,SSD 1 To,Sans disque secondaire,Consulter la documentation,Lenovo ThinkPad P16v Gen 2 (21KX000UFR),Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",24.66                            mm,,,Microsoft Windows 11,16/10,5                            GHz,DDR5 5600 MHz,NVIDIA Quadro series,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.4,Non,M.2 - PCI-E 4.0 4x,Français,365                            mm,Aucun,Oui,SD (Secure Digital),Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21KX000UFR,Intel AI Boost,Non,,2.0,,16.0,1.0,2.0,0.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Meteor Lake,,Intel Core Ultra 7,262                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,32                            Go,96                            Go,8                            Go,60 Hz,Bluetooth 5.3,Oui,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 165H (16-Cores / 22 Threads - 5.0 GHz Max. - Cache 24 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/16/21/LD0006162162.jpg,2769€95,https://www.ldlc.com/fiche/PB00632010.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 165H,1759,14551,RTX 2000,1.0,1,2769.95,5.253163414502067,0.0003610173468835
336,336,,Non,90                            Wh,Non,,NVIDIA RTX 3000 ADA,Non,Oui,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",Noir,1.354                            W/kg,2.165                            W/kg,Non,Oui,SSD 1 To,Sans disque secondaire,Consulter la documentation,Lenovo ThinkPad P16v Gen 2 (21KX000XFR),Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",24.66                            mm,,,Microsoft Windows 11,16/10,5.1                            GHz,DDR5 5600 MHz,NVIDIA Quadro series,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.4,Non,M.2 - PCI-E 4.0 4x,Français,365                            mm,Aucun,Oui,SD (Secure Digital),Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21KX000XFR,Intel AI Boost,Non,,2.0,,16.0,1.0,2.0,0.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Meteor Lake,,Intel Core Ultra 9,262                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,32                            Go,96                            Go,8                            Go,60 Hz,Bluetooth 5.3,Oui,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 9 185H (6 Performance-Cores 3.8 GHz / 5.1 GHz Turbo + 8 Efficient-Cores 1.8 GHz / 3.8 GHz Turbo + 2 Cores faible consommation énergétique - 22 Threads - Cache 24 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/16/21/LD0006162162_0006214506.jpg,3099€95,https://www.ldlc.com/fiche/PB00668359.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 9 185H,1809,18420,RTX 3000 ADA,1.0,1,3099.95,5.942031323085857,0.0003225858481588
337,337,,Non,90                            Wh,Non,,NVIDIA RTX 2000,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",Noir,1.354                            W/kg,2.165                            W/kg,Non,Oui,SSD 1 To,Sans disque secondaire,Consulter la documentation,Lenovo ThinkPad P16v Gen 2 (21KX001AFR),Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",24.66                            mm,,,Microsoft Windows 11,16/10,4.8                            GHz,DDR5 5600 MHz,NVIDIA Quadro series,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.4,Non,M.2 - PCI-E 4.0 4x,Français,365                            mm,Aucun,Oui,SD (Secure Digital),Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21KX001AFR,Intel AI Boost,Non,,2.0,,16.0,1.0,2.0,0.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Meteor Lake,,Intel Core Ultra 7,262                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,32                            Go,96                            Go,8                            Go,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155H (6 Performance-Cores 3.8 GHz / 4.8 GHz Turbo + 10 Efficient-Cores 1.8 GHz / 3.5 GHz Turbo - 22 Threads - Cache 24 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/16/21/LD0006162162_0006206583_0006212876.jpg,2599€95,https://www.ldlc.com/fiche/PB00666756.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 155H,1795,15043,RTX 2000,1.0,1,2599.95,5.785880497701879,0.0003846227812073
338,338,,Non,52.5                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,1.929                            W/kg,1.6                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,Consulter la documentation,Lenovo ThinkPad T14 Gen 5 (21ML0023FR),Oui,Non,,17.7                            mm,,,Microsoft Windows 11,16/10,4.3                            GHz,DDR5 6400 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.6,Non,M.2 - PCI-E 4.0 4x,Français,315.9                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21ML0023FR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.38                            kg,Intel Core Ultra 5,223.7                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,16                            Go,64                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/20/65/LD0006206548.jpg,1359€95,https://www.ldlc.com/fiche/PB00663194.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 5 125U,1558,9799,Intel Graphics,1.0,1,1359.95,7.205411963675135,0.0007353211515129
339,339,,Non,52.5                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",Noir,1.929                            W/kg,1.6                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,Consulter la documentation,Lenovo ThinkPad T14 Gen 5 (21ML0034FR),Oui,Non,,17.7                            mm,,,Microsoft Windows 11,16/10,4.8                            GHz,DDR5 6400 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.3,Non,M.2 - PCI-E 4.0 4x,Français,315.9                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21ML0034FR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.38                            kg,Intel Core Ultra 7,223.7                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,16                            Go,64                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/20/65/LD0006206548_0006206558.jpg,1459€95,https://www.ldlc.com/fiche/PB00663195.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 155U,1730,9878,Intel Graphics,1.0,1,1459.95,6.765985136477276,0.0006849549642111
340,340,,Non,57                            Wh,Oui,,Intel Iris Xe Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,3.507                            W/kg,1.524                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T14s Gen 4 (21F6002KFR),Oui,Non,,16.9                            mm,,,Microsoft Windows 11,16/10,4.6                            GHz,DDR5 4800 MHz,Intel Iris,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.5,Oui,M.2 - PCI-E 4.0 4x,Français,317.5                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21F6002KFR,,Non,Non,1.0,,10.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Raptor Lake,1.25                            kg,Intel Core i5,226.9                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core i5-1335U (2 Performance-Cores 4.6 GHz Turbo + 8 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/09/05/LD0006090506_0006110430.jpg,1499€95,https://www.ldlc.com/fiche/PB00593318.html,,,,,,,,,,,0,0,0,0,0,1,Core i5 1335U,1684,8915,Intel Iris Xe Graphics,1.0,1,1499.95,5.943531451048368,0.0006666888896296
341,341,,Non,58                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,3.194                            W/kg,1.23                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T14s Gen 5 (21LS001HFR),Oui,Non,,16.9                            mm,,,Microsoft Windows 11,16/10,4.3                            GHz,DDR5 6400 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.7,Non,M.2 - PCI-E 4.0 4x,Français,313.6                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21LS001HFR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.24                            kg,Intel Core Ultra 5,219.4                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/64/LD0006186435.jpg,1459€95,https://www.ldlc.com/fiche/PB00653022.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 5 125U,1558,9799,Intel Graphics,1.0,1,1459.95,6.711873694304599,0.0006849549642111
342,342,,Non,58                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,3.194                            W/kg,1.23                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T14s Gen 5 (21LS0028FR),Oui,Non,,16.9                            mm,,,Microsoft Windows 11,16/10,4.8                            GHz,DDR5 6400 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.7,Non,M.2 - PCI-E 4.0 4x,Français,313.6                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21LS0028FR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.24                            kg,Intel Core Ultra 7,219.4                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/64/LD0006186435_0006186523.jpg,1729€95,https://www.ldlc.com/fiche/PB00653026.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 155U,1730,9878,Intel Graphics,1.0,1,1729.95,5.709991618254863,0.0005780513887684
343,343,,Non,58                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,3.194                            W/kg,1.23                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T14s Gen 5 (21LS0066FR),Oui,Non,,16.9                            mm,,,Microsoft Windows 11,16/10,4.8                            GHz,DDR5 6400 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.7,Non,M.2 - PCI-E 4.0 4x,Français,313.6                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21LS0066FR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.24                            kg,Intel Core Ultra 7,219.4                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,32                            Go,32                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/64/LD0006186435_0006186523_0006242815.jpg,2549€95,https://www.ldlc.com/fiche/PB00684010.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 155U,1730,9878,Intel Graphics,1.0,1,2549.95,3.873801447087198,0.0003921645522461
344,344,,Non,58                            Wh,Oui,,Qualcomm Adreno,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,3.162                            W/kg,1.394                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T14s Gen 6 Copilot+ PC (21N1001AFR),Oui,Non,,16.9                            mm,,,Microsoft Windows 11,16/10,3.4                            GHz,,,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,,Non,M.2 - PCI-E 4.0 4x,Français,313.6                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"Lenovo

                      Lenovo",Qualcomm,,Non,21N1001AFR,Qualcomm Hexagon NPU,Non,Non,1.0,,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,45                            TOPS,,1.24                            kg,Qualcomm Snapdragon X Elite,219.4                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,32                            Go,32                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Snapdragon X Elite X1E-78-100 (12 Cores 3.4 GHz - Cache 42 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/15/53/LD0006155331.jpg,1859€95,https://www.ldlc.com/fiche/PB00629375.html,,,,,,,,,,,0,0,0,0,0,1,Snapdragon X Elite X1E 78 100,1530,12160,Qualcomm Adreno,1.0,1,1859.95,6.537810156186994,0.0005376488615285
345,345,,Non,52.5                            mAh,Oui,,Intel Iris Xe Graphics,Non,Oui,SSD 256 Go,"1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,3.104                            W/kg,1.547                            W/kg,Non,Oui,SSD 256 Go,Sans disque secondaire,,Lenovo ThinkPad T16 Gen 2 (21HH007BFR),Oui,Non,,20.5                            mm,,,Microsoft Windows 11,16/10,4.6                            GHz,DDR4 3200 MHz,Intel Iris,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,6.8,Non,M.2 - PCI-E 4.0 4x,Français,361.9                            mm,Aucun,Oui,Aucun,Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21HH007BFR,,Non,Non,1.0,,10.0,1.0,1.0,1.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Raptor Lake,1.68                            kg,Intel Core i5,255.5                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,8                            Go,40                            Go,,60 Hz,Bluetooth 5.1,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR4,Intel Core i5-1335U (2 Performance-Cores 4.6 GHz Turbo + 8 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/05/97/42/LD0005974259_0005988089_0005988123_0005988259_0006080576_0006087846.jpg,1099€95,https://www.ldlc.com/fiche/PB00583931.html,,,,,,,,,,,0,0,0,0,0,1,Core i5 1335U,1684,8915,Intel Iris Xe Graphics,1.0,1,1099.95,8.104913859720897,0.0009091322332833
346,346,,Non,52.5                            mAh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,1.569                            W/kg,1.569                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T16 Gen 3 (21MN004EFR),Oui,Non,,19.64                            mm,,,Microsoft Windows 11,16/10,4.8                            GHz,DDR5 5600 MHz,Intel Graphics,Lenovo ThinkPad,5 ans vendeur,Voir les modalités,Non,8.3,Non,M.2 - PCI-E 4.0 4x,Français,359.7                            mm,Aucun,Oui,Aucun,Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21MN004EFR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,1.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Raptor Lake,1.66                            kg,Intel Core Ultra 7,250.8                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,16                            Go,64                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/16/61/LD0006166128_0006166244_0006180022.jpg,1499€95,https://www.ldlc.com/fiche/PB00650144.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 155U,1730,9878,Intel Graphics,1.0,1,1499.95,6.585552851761725,0.0006666888896296
347,347,,Non,52.5                            mAh,Oui,,Intel Graphics,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,1.569                            W/kg,1.569                            W/kg,Non,Oui,SSD 512 Go,Sans disque secondaire,,Lenovo ThinkPad T16 Gen 3 (21MN008EFR),Oui,Non,,19.64                            mm,,,Microsoft Windows 11,16/10,4.3                            GHz,DDR5 5600 MHz,Intel Graphics,Lenovo ThinkPad,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.6,Non,M.2 - PCI-E 4.0 4x,Français,359.7                            mm,Aucun,Oui,Aucun,Français,300                            nit(s),"Lenovo

                      Lenovo",Intel,,Non,21MN008EFR,Intel AI Boost,Non,Non,1.0,,12.0,1.0,1.0,1.0,AZERTY,100/1000 Mbps,Wi-Fi 6E,Non,Oui,,Intel Raptor Lake,1.66                            kg,Intel Core Ultra 5,250.8                            mm,1920 x 1200 pixels,Oui,Windows 11 Professionnel,Oui,,16                            pouces,16                            Go,64                            Go,,60 Hz,Bluetooth 5.3,Non,LED,Dalle IPS,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/16/61/LD0006166128.jpg,1349€95,https://www.ldlc.com/fiche/PB00642175.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 5 125U,1558,9799,Intel Graphics,1.0,1,1349.95,7.258787362494907,0.0007407681765991
