name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Type d'activités,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Définition de l'indice,Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Disponibilité des pièces détachées,Personne responsable,Adresse postale,Adresse électronique,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,AI Ready,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Accessoires Supplémentaires,Chipset
HP ProBook 460 G11 (9Y7E5ET),https://www.ldlc.com/fiche/PB00622583.html,HP ProBook 460 G11 (9Y7E5ET),"HP

                      HP",9Y7E5ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),1.7                            GHz,12,16                            Go,1,1,DDR5,DDR5 5600 MHz,,Intel UHD,Intel HD Graphics,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,10/100/1000 Mbps,Wi-Fi 6E,Oui,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,251.1                            mm,359.4                            mm,,1.74                            kg,HP ProBook,Non,Non,,,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,56                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/48/LD0006144880.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,10.9                            mm,17                            mm,,,Intel AI Boost,,,
HP ProBook 460 G11 (9Y7E6ET),https://www.ldlc.com/fiche/PB00622584.html,HP ProBook 460 G11 (9Y7E6ET),"HP

                      HP",9Y7E6ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),1.3                            GHz,12,16                            Go,1,1,DDR5,DDR5 5600 MHz,,Intel UHD,Intel HD Graphics,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,10/100/1000 Mbps,Wi-Fi 6E,Oui,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,251.1                            mm,359.4                            mm,,1.74                            kg,HP ProBook,Non,Non,,,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,56                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/48/LD0006144880_0006144900.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,10.9                            mm,17                            mm,,,Intel AI Boost,,,
HP ProBook 460 G11 (9Y7E7ET),https://www.ldlc.com/fiche/PB00665032.html,HP ProBook 460 G11 (9Y7E7ET),"HP

                      HP",9Y7E7ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),1.3                            GHz,12,8                            Go,1,1,DDR5,DDR5 5600 MHz,,Intel Graphics,Intel HD Graphics,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 256 Go,SSD 256 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,10/100/1000 Mbps,Wi-Fi 6E,Oui,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,251.1                            mm,359.4                            mm,,1.74                            kg,HP ProBook,Non,Non,,,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,56                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/48/LD0006144880_0006144900_0006208958.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,10.9                            mm,17                            mm,,,Intel AI Boost,,,
HP ProBook 460 G11 (A23H6EA),https://www.ldlc.com/fiche/PB00665046.html,HP ProBook 460 G11 (A23H6EA),"HP

                      HP",A23H6EA#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155H (6 Performance-Cores 3.8 GHz / 4.8 GHz Turbo + 10 Efficient-Cores 1.8 GHz / 3.5 GHz Turbo - 22 Threads - Cache 24 Mo),4.8                            GHz,16,16                            Go,1,1,DDR5,DDR5 5600 MHz,,NVIDIA GeForce RTX 20 series,NVIDIA GeForce RTX 2050,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,10/100/1000 Mbps,Wi-Fi 6E,Oui,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",,Argent,251.1                            mm,359.4                            mm,,1.74                            kg,HP ProBook,Non,Non,,,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,56                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/48/LD0006144880_0006209033.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,10.9                            mm,17                            mm,4                            Go,GDDR6,Intel AI Boost,,,
HP ZBook Fury 16 G11 (98K23ET),https://www.ldlc.com/fiche/PB00649690.html,HP ZBook Fury 16 G11 (98K23ET),"HP

                      HP",98K23ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i7,Intel Core i7-14700HX (8 Performance-Cores 2.1 GHz / 5.5 GHz Turbo + 8 Efficient-Cores 1.5 GHz / 3.9 GHz Turbo - 28 Threads - Cache 33 Mo),5.5                            GHz,16,32                            Go,2,2,DDR5,DDR5 5600 MHz,128                            Go,NVIDIA Quadro series,NVIDIA RTX 1000 ADA,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),,1,,Aucun,Aucun,10/100/1000 Mbps,Wi-Fi 7,Non,Oui,Oui,Intégrés,Graphisme,Non,AZERTY,Français,Oui,Non,Oui,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Mini DisplayPort",,Gris,250                            mm,363                            mm,28.6                            mm,2.35                            kg,HP ZBook,Non,Non,,,8.7,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,95                            Wh,8,Non,Non,5 ans vendeur,Voir les modalités,,,,,,https://media.ldlc.com/r1600/ld/products/00/06/17/84/LD0006178420.jpg, 649€95,Bluetooth 5.4,,,Oui,,,6                            Go,GDDR6,,,,
HP Elite x360 1040 G11 (9G0G6ET),https://www.ldlc.com/fiche/PB00633330.html,HP Elite x360 1040 G11 (9G0G6ET),"HP

                      HP",9G0G6ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155H (6 Performance-Cores 3.8 GHz / 4.8 GHz Turbo + 10 Efficient-Cores 1.8 GHz / 3.5 GHz Turbo - 22 Threads - Cache 24 Mo),4.8                            GHz,16,16                            Go,1,0,DDR5,,16                            Go,Intel Arc,Intel Arc Graphics,Non,Non,Oui,Dalle IPS,LED tactile,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,1000                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi 6E,Oui,Oui,Oui,Intégrés,"Professionnel, Bureautique",Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,219.9                            mm,313.9                            mm,,1.38                            kg,HP EliteBook,Oui,Oui,,,7.6,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,68                            Wh,6,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,,,,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/16/46/LD0006164661_0006164732.jpg, 649€95,Bluetooth 5.3,,N/A,Oui,10.5                            mm,14.7                            mm,,,Intel AI Boost,,,
HP EliteBook Ultra G1i (B66THAT),https://www.ldlc.com/fiche/PB00677445.html,HP EliteBook Ultra G1i (B66THAT),"HP

                      HP",B66THAT#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 258V (4 Performance-Cores 2.2 GHz / 4.8 GHz Turbo + 4 Cores à faible consommation d'énergie 2.2 GHz / 3.7 GHz Turbo - 8 Threads - Cache 12 Mo),4.8                            GHz,8,32                            Go,1,0,DDR5,,32                            Go,Intel Arc,Intel Arc Graphics 140V,Non,Non,Non,Dalle OLED,OLED tactile,14                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi 7,Non,Oui,Oui,Intégrés,"Professionnel, Bureautique",Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Bleu,217.2                            mm,313.7                            mm,,1.19                            kg,HP EliteBook,Oui,Non,,,7,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,64                            Wh,6,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/23/75/LD0006237537.jpg, 649€95,Bluetooth 5.4,47                            TOPS,Aucun,Oui,9                            mm,12.1                            mm,,,Intel AI Boost,,,
HP ProBook 4 G1i AI PC (B9YS0ET),https://www.ldlc.com/fiche/PB00691538.html,HP ProBook 4 G1i AI PC (B9YS0ET),"HP

                      HP",B9YS0ET#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 255U (2 Performance-Cores 2.4 GHz / 5.2 GHz Turbo + 8 Efficient-Cores 1.7 GHz / 4.2 GHz Turbo + 2 LPE 0.7 GHz / 2.4 GHz Turbo - 14 Threads - Cache 12 Mo),5.2                            GHz,12,32                            Go,2,0,DDR5,DDR5 5600 MHz,,Intel Graphics,Intel Graphics,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,10/100/1000 Mbps,Wi-Fi 7,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,251.1                            mm,359.4                            mm,,1.74                            kg,HP ProBook,Non,Non,,,8.3,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,56                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,,https://media.ldlc.com/r1600/ld/products/00/06/25/76/LD0006257641.jpg, 649€95,Bluetooth 5.4,12                            TOPS,Aucun,Oui,10.9                            mm,17                            mm,,,Intel AI Boost,,,
HP ProBook 450 G10 (AL0F5AT),https://www.ldlc.com/fiche/PB00672680.html,HP ProBook 450 G10 (AL0F5AT),"HP

                      HP",AL0F5AT#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,Intel Core i5-1334U (2 Performance-Cores 4.6 GHz Turbo + 8 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),4.6                            GHz,10,16                            Go,1,1,DDR4,DDR4 3200 MHz,32                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,,Aucun,,10/100/1000 Mbps,Wi-Fi 6E,Non,Oui,Oui,Intégrés,"Professionnel, Bureautique",Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,233.9                            mm,359.4                            mm,19.9                            mm,1.79                            kg,HP ProBook,Non,Non,,,7.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,51                            Wh,3,Non,Oui,"1 an constructeur
    
     
        5 ans vendeur",Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/05/19/LD0006051994_0006052001_0006082333_0006082385_0006102282_0006226575.jpg, 649€95,Bluetooth 5.3,,,,,,,,,,,
HP 250 G10 (AK9Y5AT),https://www.ldlc.com/fiche/PB00648583.html,HP 250 G10 (AK9Y5AT),"HP

                      HP",AK9Y5AT#ABF,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,Intel Core i5-1334U (2 Performance-Cores 4.6 GHz Turbo + 8 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),4.6                            GHz,10,8                            Go,1,1,DDR4,DDR4 3200 MHz,,Intel Iris,Intel Iris Xe Graphics,Non,Non,Non,Dalle TN,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 256 Go,SSD 256 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,SD (Secure Digital),,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Bureautique,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,236                            mm,360                            mm,18.6                            mm,1.52                            kg,HP 250,Non,Non,,,6.6,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,41                            Wh,3,Non,Non,5 ans vendeur,Voir les modalités,,HP Inc.,"HP REG 23010, 08028 Barcelona, Spain",reg@hp.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/17/57/LD0006175772.jpg, 649€95,Bluetooth 5.3,,,,,,,,,,,
